city_of_stop,city_name,city_postal,city_count,city_geo
LEI,Leicester,05733,76,"{'place_id': 331059474, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.819082085714285', 'lon': '-73.10223106930502', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05733', 'display_name': 'Brandon, Rutland County, 05733, Vermont, United States', 'boundingbox': ['43.6590821', '43.9790821', '-73.2622311', '-72.9422311']}"
ENO,Enosburg,05450,72,"{'place_id': 331059396, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.91097784038462', 'lon': '-72.79676862115384', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05450', 'display_name': 'Enosburg Falls, Enosburgh, Franklin County, 05450, Vermont, United States', 'boundingbox': ['44.7509778', '45.0709778', '-72.9567686', '-72.6367686']}"
WAI,Waitsfield,05673,71,"{'place_id': 331059459, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.18499107625272', 'lon': '-72.84805579542483', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05673', 'display_name': 'Fayston, Washington County, 05673, Vermont, United States', 'boundingbox': ['44.0249911', '44.3449911', '-73.0080558', '-72.6880558']}"
CRN,Cornwall,05753,70,"{'place_id': 331059491, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.01106653871664', 'lon': '-73.15363405430035', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05753', 'display_name': 'Middlebury, Addison County, 05753, Vermont, United States', 'boundingbox': ['43.8510665', '44.1710665', '-73.3136341', '-72.9936341']}"
BT,Barre Town,05641,70,"{'place_id': 331059436, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.193033587523885', 'lon': '-72.49412832036684', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05641', 'display_name': 'Barre City, Washington County, 05641, Vermont, United States', 'boundingbox': ['44.0330336', '44.3530336', '-72.6541283', '-72.3341283']}"
RDB,Readsboro,05350,69,"{'place_id': 331059366, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '42.78202986989796', 'lon': '-72.95393027040816', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05350', 'display_name': 'Readsboro, Bennington County, 05350, Vermont, United States', 'boundingbox': ['42.6220299', '42.9420299', '-73.1139303', '-72.7939303']}"
RIC,Richford,05476,67,"{'place_id': 331059416, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.98383289029535', 'lon': '-72.66901134781997', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05476', 'display_name': 'Richford, Franklin County, 05476, Vermont, United States', 'boundingbox': ['44.8238329', '45.1438329', '-72.8290113', '-72.5090113']}"
EDE,Eden,05652,66,"{'place_id': 331059442, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.70212853125', 'lon': '-72.570846225', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05652', 'display_name': 'Eden, Lamoille County, 05652, Vermont, United States', 'boundingbox': ['44.5421285', '44.8621285', '-72.7308462', '-72.4108462']}"
WTV,Waterville,05492,65,"{'place_id': 331059429, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.706935860526315', 'lon': '-72.74858896929824', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05492', 'display_name': 'Waterville, Lamoille County, 05492, Vermont, United States', 'boundingbox': ['44.5469359', '44.8669359', '-72.9085890', '-72.5885890']}"
HAL,Halifax,05358,64,"{'place_id': 331059374, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '42.78299483018868', 'lon': '-72.75594295660377', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05358', 'display_name': 'Halifax, Windham County, 05358, Vermont, United States', 'boundingbox': ['42.6229948', '42.9429948', '-72.9159430', '-72.5959430']}"
MSF,Marshfield,05658,62,"{'place_id': 331059448, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.350205026829265', 'lon': '-72.35114980439025', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05658', 'display_name': 'Marshfield, Washington County, 05658, Vermont, United States', 'boundingbox': ['44.1902050', '44.5102050', '-72.5111498', '-72.1911498']}"
AND,Andover,05143,62,"{'place_id': 331059331, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.27593543909575', 'lon': '-72.61584726728724', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05143', 'display_name': 'Chester, Windsor County, 05143, Vermont, United States', 'boundingbox': ['43.1159354', '43.4359354', '-72.7758473', '-72.4558473']}"
SHB,Shelburne,05482,61,""
SHW,Shrewsbury,05738,60,"{'place_id': 331059479, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.518937108308606', 'lon': '-72.85251118635014', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05738', 'display_name': 'Shrewsbury, Rutland County, 05738, Vermont, United States', 'boundingbox': ['43.3589371', '43.6789371', '-73.0125112', '-72.6925112']}"
MRN,Morgan,05853,60,"{'place_id': 331059542, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.89735951311476', 'lon': '-71.98098460444966', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05853', 'display_name': 'Morgan, Orleans County, 05853, Vermont, United States', 'boundingbox': ['44.7373595', '45.0573595', '-72.1409846', '-71.8209846']}"
DAN,Danby,05739,58,"{'place_id': 331059480, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.34599322868526', 'lon': '-73.00111270956175', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05739', 'display_name': 'Danby, Rutland County, 05739, Vermont, United States', 'boundingbox': ['43.1859932', '43.5059932', '-73.1611127', '-72.8411127']}"
CON,Concord,05824,58,"{'place_id': 331059519, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.4223790625', 'lon': '-71.79558918333333', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05824', 'display_name': 'Concord, Essex County, 05824, Vermont, United States', 'boundingbox': ['44.2623791', '44.5823791', '-71.9555892', '-71.6355892']}"
VRG,Vergennes,05491,58,"{'place_id': 331059428, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.13289177319587', 'lon': '-73.26655160979382', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05491', 'display_name': 'Panton, Addison County, 05491, Vermont, United States', 'boundingbox': ['43.9728918', '44.2928918', '-73.4265516', '-73.1065516']}"
WDF,Woodford,05201,55,"{'place_id': 331059345, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '42.88919941889952', 'lon': '-73.15239301770336', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05201', 'display_name': 'Bennington, Bennington County, 05201, Vermont, United States', 'boundingbox': ['42.7291994', '43.0491994', '-73.3123930', '-72.9923930']}"
TUN,Tunbridge,05077,54,"{'place_id': 331059317, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.89917431204819', 'lon': '-72.48474404361446', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05077', 'display_name': 'Tunbridge, Orange County, 05077, Vermont, United States', 'boundingbox': ['43.7391743', '44.0591743', '-72.6447440', '-72.3247440']}"
MNT,Montgomery,05471,53,"{'place_id': 331059412, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.88438563204419', 'lon': '-72.58215961160221', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05471', 'display_name': 'Montgomery, Franklin County, 05471, Vermont, United States', 'boundingbox': ['44.7243856', '45.0443856', '-72.7421596', '-72.4221596']}"
GRO,Groton,05046,52,"{'place_id': 331059293, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.19984884366197', 'lon': '-72.2070461112676', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05046', 'display_name': 'Groton, Caledonia County, 05046, Vermont, United States', 'boundingbox': ['44.0398488', '44.3598488', '-72.3670461', '-72.0470461']}"
PAN,Panton,05491,51,"{'place_id': 331059428, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.13289177319587', 'lon': '-73.26655160979382', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05491', 'display_name': 'Panton, Addison County, 05491, Vermont, United States', 'boundingbox': ['43.9728918', '44.2928918', '-73.4265516', '-73.1065516']}"
BNS,Benson,05731,49,"{'place_id': 331059472, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.70757915', 'lon': '-73.3098629', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05731', 'display_name': 'Benson, Rutland County, 05731, Vermont, United States', 'boundingbox': ['43.5475792', '43.8675791', '-73.4698629', '-73.1498629']}"
PRU,Peru,05152,49,"{'place_id': 331059337, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.244377372769954', 'lon': '-72.88106117230048', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05152', 'display_name': 'Peru, Bennington County, 05152, Vermont, United States', 'boundingbox': ['43.0843774', '43.4043774', '-73.0410612', '-72.7210612']}"
WRN,Warren,05674,47,"{'place_id': 331059460, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.112137311058824', 'lon': '-72.8522844244706', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05674', 'display_name': 'Warren, Washington County, 05674, Vermont, United States', 'boundingbox': ['43.9521373', '44.2721373', '-73.0122844', '-72.6922844']}"
EBK,East Burke,05832,47,"{'place_id': 331059526, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.590783258823535', 'lon': '-71.92026025764706', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05832', 'display_name': 'Burke, Caledonia County, 05832, Vermont, United States', 'boundingbox': ['44.4307833', '44.7507833', '-72.0802603', '-71.7602603']}"
JAY,Jay,05859,47,"{'place_id': 331059546, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.962049707738096', 'lon': '-72.43074294880952', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05859', 'display_name': 'Jay, Orleans County, 05859, Vermont, United States', 'boundingbox': ['44.8020497', '45.1220497', '-72.5907429', '-72.2707429']}"
NFD,Northfield,05663,47,"{'place_id': 21612945, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 19727624, 'lat': '44.1018419', 'lon': '-72.6438166', 'class': 'highway', 'type': 'secondary', 'place_rank': 26, 'importance': 0.10000999999999993, 'addresstype': 'road', 'name': 'Vermont Route 12 South', 'display_name': 'Vermont Route 12 South, South Northfield, Northfield, Washington County, Vermont, 05663, United States', 'boundingbox': ['44.0925060', '44.1112347', '-72.6504782', '-72.6431747']}"
ORL,Orleans,05860,46,"{'place_id': 331059547, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.79124131256732', 'lon': '-72.12496189371633', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05860', 'display_name': 'Barton, Orleans County, 05860, Vermont, United States', 'boundingbox': ['44.6312413', '44.9512413', '-72.2849619', '-71.9649619']}"
JAM,Jamaica,05343,46,"{'place_id': 331059362, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.10678968580247', 'lon': '-72.8149186845679', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05343', 'display_name': 'Jamaica, Windham County, 05343, Vermont, United States', 'boundingbox': ['42.9467897', '43.2667897', '-72.9749187', '-72.6549187']}"
PLA,Plainfield,05667,46,"{'place_id': 331059454, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.26859035', 'lon': '-72.41886185428572', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05667', 'display_name': 'Plainfield, Washington County, 05667, Vermont, United States', 'boundingbox': ['44.1085904', '44.4285903', '-72.5788619', '-72.2588619']}"
PRO,Proctor,05765,45,"{'place_id': 331059500, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.658388783503405', 'lon': '-73.03549188843537', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05765', 'display_name': 'Proctor, Rutland County, 05765, Vermont, United States', 'boundingbox': ['43.4983888', '43.8183888', '-73.1954919', '-72.8754919']}"
WFL,West Fairlee,05083,44,"{'place_id': 331059320, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.91805109662921', 'lon': '-72.26093786741572', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05083', 'display_name': 'West Fairlee, Orange County, 05083, Vermont, United States', 'boundingbox': ['43.7580511', '44.0780511', '-72.4209379', '-72.1009379']}"
SBO,Starksboro,05487,44,"{'place_id': 331059424, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.22595512261905', 'lon': '-73.02941253214286', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05487', 'display_name': 'Starksboro, Addison County, 05487, Vermont, United States', 'boundingbox': ['44.0659551', '44.3859551', '-73.1894125', '-72.8694125']}"
GLS,Glastenbury,05262,43,"{'place_id': 331059356, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '42.970122523424656', 'lon': '-73.19893047219179', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05262', 'display_name': 'Shaftsbury, Bennington County, 05262, Vermont, United States', 'boundingbox': ['42.8101225', '43.1301225', '-73.3589305', '-73.0389305']}"
SHF,Sheffield,05866,42,"{'place_id': 331059549, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.60770116368715', 'lon': '-72.12538542849161', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05866', 'display_name': 'Sheffield, Caledonia County, 05866, Vermont, United States', 'boundingbox': ['44.4477012', '44.7677012', '-72.2853854', '-71.9653854']}"
ABG,Alburgh,05440,42,"{'place_id': 331059388, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.93719693287037', 'lon': '-73.29112158796296', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05440', 'display_name': 'Alburgh, Grand Isle County, 05440, Vermont, United States', 'boundingbox': ['44.7771969', '45.0971969', '-73.4511216', '-73.1311216']}"
BRW,Brownington,05860,41,"{'place_id': 331059547, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.79124131256732', 'lon': '-72.12496189371633', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05860', 'display_name': 'Barton, Orleans County, 05860, Vermont, United States', 'boundingbox': ['44.6312413', '44.9512413', '-72.2849619', '-71.9649619']}"
ROC,Rochester,05767,40,"{'place_id': 331059502, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.850431435222674', 'lon': '-72.81207419554656', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05767', 'display_name': 'Rochester, Windsor County, 05767, Vermont, United States', 'boundingbox': ['43.6904314', '44.0104314', '-72.9720742', '-72.6520742']}"
SXR,Rockingham,05154,40,"{'place_id': 331059339, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.14498343333333', 'lon': '-72.50995815185186', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05154', 'display_name': 'Rockingham, Windham County, 05154, Vermont, United States', 'boundingbox': ['42.9849834', '43.3049834', '-72.6699582', '-72.3499582']}"
WNH,Winhall,05340,40,"{'place_id': 331059359, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.15605507833002', 'lon': '-72.9167140888668', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05340', 'display_name': 'Winhall, Bennington County, 05340, Vermont, United States', 'boundingbox': ['42.9960551', '43.3160551', '-73.0767141', '-72.7567141']}"
ALB,Albany,05820,40,"{'place_id': 331059515, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.67251293433477', 'lon': '-72.37834715879828', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05820', 'display_name': 'Craftsbury, Orleans County, 05820, Vermont, United States', 'boundingbox': ['44.5125129', '44.8325129', '-72.5383472', '-72.2183472']}"
SRS,Searsburg,05363,40,"{'place_id': 331059379, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '42.886303601792115', 'lon': '-72.88388778864994', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05363', 'display_name': 'Wilmington, Windham County, 05363, Vermont, United States', 'boundingbox': ['42.7263036', '43.0463036', '-73.0438878', '-72.7238878']}"
SUD,Sudbury,05733,38,"{'place_id': 331059474, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.819082085714285', 'lon': '-73.10223106930502', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05733', 'display_name': 'Brandon, Rutland County, 05733, Vermont, United States', 'boundingbox': ['43.6590821', '43.9790821', '-73.2622311', '-72.9422311']}"
WAR,Wardsboro,05360,38,"{'place_id': 331059376, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.035651691315785', 'lon': '-72.88097270894737', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05360', 'display_name': 'Stratton, Windham County, 05360, Vermont, United States', 'boundingbox': ['42.8756517', '43.1956517', '-73.0409727', '-72.7209727']}"
ELM,Elmore,05661,38,"{'place_id': 331059450, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.56070534065525', 'lon': '-72.60497517781087', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05661', 'display_name': 'Morristown, Lamoille County, 05661, Vermont, United States', 'boundingbox': ['44.4007053', '44.7207053', '-72.7649752', '-72.4449752']}"
WLM,Waltham,05491,37,"{'place_id': 331059428, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.13289177319587', 'lon': '-73.26655160979382', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05491', 'display_name': 'Panton, Addison County, 05491, Vermont, United States', 'boundingbox': ['43.9728918', '44.2928918', '-73.4265516', '-73.1065516']}"
BKL,Brookline,05345,37,"{'place_id': 331059364, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '42.97383891518692', 'lon': '-72.66717368995327', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05345', 'display_name': 'Newfane, Windham County, 05345, Vermont, United States', 'boundingbox': ['42.8138389', '43.1338389', '-72.8271737', '-72.5071737']}"
TOP,Topsham,05076,37,"{'place_id': 331059316, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.12556533265306', 'lon': '-72.2381042877551', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05076', 'display_name': 'Topsham, Orange County, 05076, Vermont, United States', 'boundingbox': ['43.9655653', '44.2855653', '-72.3981043', '-72.0781043']}"
NTY,North Troy,05859,36,"{'place_id': 331059546, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.962049707738096', 'lon': '-72.43074294880952', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05859', 'display_name': 'Jay, Orleans County, 05859, Vermont, United States', 'boundingbox': ['44.8020497', '45.1220497', '-72.5907429', '-72.2707429']}"
BAR,Barnard,05032,34,"{'place_id': 331059280, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.79188529919355', 'lon': '-72.65961815725807', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05032', 'display_name': 'Barnard, Windsor County, 05032, Vermont, United States', 'boundingbox': ['43.6318853', '43.9518853', '-72.8196182', '-72.4996182']}"
HIN,Hinesburg,05461,33,"{'place_id': 331059405, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.33162849855073', 'lon': '-73.0963028057971', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05461', 'display_name': 'Hinesburg, Chittenden County, 05461, Vermont, United States', 'boundingbox': ['44.1716285', '44.4916285', '-73.2563028', '-72.9363028']}"
WEY,Weybridge,05753,33,"{'place_id': 331059491, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.01106653871664', 'lon': '-73.15363405430035', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05753', 'display_name': 'Middlebury, Addison County, 05753, Vermont, United States', 'boundingbox': ['43.8510665', '44.1710665', '-73.3136341', '-72.9936341']}"
WSK,Woodstock,05091,32,"{'place_id': 331059326, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.62987095493827', 'lon': '-72.53647573308642', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05091', 'display_name': 'Woodstock, Windsor County, 05091, Vermont, United States', 'boundingbox': ['43.4698710', '43.7898710', '-72.6964757', '-72.3764757']}"
CAL,Calais,05650,31,"{'place_id': 331059440, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.3928509795082', 'lon': '-72.44234328114754', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05650', 'display_name': 'Calais, Washington County, 05650, Vermont, United States', 'boundingbox': ['44.2328510', '44.5528510', '-72.6023433', '-72.2823433']}"
SHE,South Hero,05486,31,"{'place_id': 331059423, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.639929793586006', 'lon': '-73.30824969591836', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05486', 'display_name': 'South Hero, Grand Isle County, 05486, Vermont, United States', 'boundingbox': ['44.4799298', '44.7999298', '-73.4682497', '-73.1482497']}"
GLO,Glover,05839,31,"{'place_id': 331059531, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.6916867010989', 'lon': '-72.20174854175823', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05839', 'display_name': 'Glover, Orleans County, 05839, Vermont, United States', 'boundingbox': ['44.5316867', '44.8516867', '-72.3617485', '-72.0417485']}"
CHI,Chittenden,05701,29,"{'place_id': 331059469, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.627490201492535', 'lon': '-72.94350043747927', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05701', 'display_name': 'Rutland Town, Rutland County, 05701, Vermont, United States', 'boundingbox': ['43.4674902', '43.7874902', '-73.1035004', '-72.7835004']}"
WHG,Whiting,05778,29,"{'place_id': 331059512, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.86897897106599', 'lon': '-73.20641769796954', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05778', 'display_name': 'Whiting, Addison County, 05778, Vermont, United States', 'boundingbox': ['43.7089790', '44.0289790', '-73.3664177', '-73.0464177']}"
